rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
DELUXE SUITE SEA VIEW,suite,deluxe,private bathroom,,,not club,,no balcony,sea view,
Junior suite room with 2 twin beds Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe DELUXE THAI VARANASIYADEVA WITH SEAWATER POOL VILLAPONCILLO,room,deluxe,private bathroom,,,not club,,no balcony,,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
Blu pool skyline villa,villa,,private bathroom,,,not club,,no balcony,with view,
Spacious One Bedroom Apartment non-smoking,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Deluxe superior room twin,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Standard economy room with 1 double bed double (Main Building),room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite FARMSTAY SUITINESS ROOM,suite,,private bathroom,,,not club,,no balcony,,
"Standard Double Room, 1 Queen Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Grand Suite With Terrace,suite,grand,private bathroom,,,not club,,no balcony,,
Deluxe Lagoon View Room Room Only,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Triple standard,room,standard,private bathroom,,triple,not club,,no balcony,,
Comfort double or twin room double (Main Building),room,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive Sea View Suite with Balcony Executive Sea View Suite with Balcony,suite,executive,private bathroom,,,not club,,balcony,sea view,
sweet dream premium room i,room,premium,private bathroom,,,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
One Bedroom Classic Suite suitably appointed bed and breakfast,suite,classic,private bathroom,,,not club,1 bedroom,no balcony,,
Suite - Beach Front - Sea view Suite - Beach Front - Sea view sea,suite,,private bathroom,,,not club,,no balcony,beachfront,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Economy family room double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
Ronda,room,standard,private bathroom,,,not club,,no balcony,,
Luxury Junior Suite,junior-suite,luxury,private bathroom,,,not club,,no balcony,,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Superior Triple Room (3 Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
2 Single Premium Pool View Balcony(Non-Refundable) Non-Refundable Rate. No Amendments Permitted,room,premium,private bathroom,twin/twin-or-double,double,not club,,balcony,pool view,
Apartment 2 Bedrooms - Burj Khalifa View Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,burj-khalifa view,
Premier Premier      Seaview Seabreeze,room,premier,private bathroom,,,not club,,no balcony,sea view,
Single room - Fairmont - Skyline Single room - Fairmont - Skyline,room,standard,private bathroom,,single,not club,,no balcony,,
"Suite-1 King Bed, Smoking Room, Sofabed, Flat Screen Television, Sitting Area, Wi-Fi, Air-Conditioned",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
"Executive Suite Executive Suite, 2 Twin Beds and 1 Double Bed",suite,executive,private bathroom,,double,not club,,no balcony,,
Two Bedroom Standard Ocean 2 Bedroom,room,standard,private bathroom,,,not club,2 bedrooms,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Deluxe Sea View, Guest room, 1 King, Balcony Deluxe Room, 1 King Bed, Balcony, Sea View (1 Double)",room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,sea view,
Oceanview Bedroom,room,standard,private bathroom,,,not club,,no balcony,ocean view,
Standard Room Multiple Beds,room,standard,private bathroom,,,not club,,no balcony,,
O Ocean Pool Suite,suite,,private bathroom,,,not club,,no balcony,,
Studio Studio grand,studio,grand,private bathroom,,,not club,,no balcony,,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
"Comfort room with 1 double bed (without window, attic) double  in block",room,comfort,shared bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Family Room Three Bedroom Half Board,room,standard,private bathroom,,,not club,3 bedrooms,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
DE LUXE SUITE DELUXE ON BEACH RUND UPON REFERALS,suite,deluxe,private bathroom,,,not club,,no balcony,,
Premium Quad,room,premium,private bathroom,,quadruple,not club,,no balcony,,
Triple deluxe room,room,deluxe,private bathroom,,triple,not club,,no balcony,,
1 Person in 6-Bed Dormitory - Mixed (1 Twin Bed),dorm,,shared bathroom,,,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Canal Suite,suite,,private bathroom,,,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Double room King bed - De Luxe Double room King bed - De Luxe,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive Room (Golden Horn Vw),room,executive,private bathroom,,,not club,,no balcony,,
Junior Suite Skyline Views,junior-suite,,private bathroom,,,not club,,no balcony,with view,
Standard Twin standard,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe Deluxe Jacuzzi,room,deluxe,private bathroom,,,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
1 Person in 6-Bed Dormitory - Mixed (1 Twin Bed),dorm,,shared bathroom,,,not club,,no balcony,,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
One Bedroom Classic Suite suite classic one bedroom,suite,classic,private bathroom,,,not club,1 bedroom,no balcony,,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
"2 Single Beds, Non-Smoking, Superior Room, Safe, Work Desk, Air-Conditioned",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
King Diplomat Suite King Diplomat Suite,suite,,private bathroom,,,not club,,no balcony,,
Triple Triangle,room,standard,private bathroom,,triple,not club,,no balcony,,
Single Economy One single bed,room,economy,private bathroom,single bed,single,not club,,no balcony,,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
"Deluxe Penthouse (1 Queen Bed, 2 Twin Beds and 1 Twin Sofa Bed)",room,deluxe,private bathroom,,quadruple,not club,,no balcony,,penthouse floor
Standard economy room with 1 double bed double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
"Junior Suite Junior Suite, 1 King Bed",junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - Diplomatic Suite - Diplomatic,suite,,private bathroom,,,not club,,no balcony,,
Classic Double or Twin Room (2 Twin Beds) - Package Rate,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard room with king size bed and view double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior Grey Room,room,superior,private bathroom,,,not club,,no balcony,,
Deluxe Deluxe Lagoon View Room 1 KB or 2 DB Lagoon,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
One Bedroom Classic Suite suite classic one bedroom,suite,classic,private bathroom,,,not club,1 bedroom,no balcony,,
Duplex Suite PANWA DUPLEX LAGOON SUITE,suite,,private bathroom,,,not club,,no balcony,,duplex floor
Apartment 1 bedroom Half Board,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
"Guest room, 2 Double, City view",room,standard,private bathroom,,double,not club,,no balcony,city view,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
"Royal Suite 2 Bedrooms, Balcony, Pool View. Includes Theme Park Access, Shuttle to MOE & Dubai Mall (2 Double Beds)",suite,royal,private bathroom,twin/twin-or-double,quadruple,not club,2 bedrooms,balcony,pool view,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
dormBed in a dormitory room with 4 bunk beds (facilities out of the room)   in block,dorm,,shared bathroom,,,not club,,no balcony,,
Panorama Sea View Room,room,standard,private bathroom,,,not club,,no balcony,sea view,
king deluxe room with skyline sea view Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Leather Luxe Leaderboard Unity,room,standard,private bathroom,,,not club,,no balcony,,
Classic Double or Twin Room (2 Twin Beds) - Package Rate,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Accessible Rotunda Suite,suite,,private bathroom,,,not club,,no balcony,,
Standard economy room with 1 double bed double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Luxury LUXURY ROOM,room,luxury,private bathroom,,,not club,,no balcony,,
Hideaway Two-bedroom Pool Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Premier Premier      Seaview Sea,room,premier,private bathroom,,,not club,,no balcony,sea view,
Standard Twin standard,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard room with king size bed and view double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio junior suites mega suite,junior-suite,,private bathroom,,,not club,,no balcony,,
Vilòn Junior Suite,junior-suite,,private bathroom,,,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
dry bridge suite (1 Double or 1 Twin),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Studio With Large Balcony (2 Twin Beds and 1 Large Twin Sofa Bed),studio,deluxe,private bathroom,twin/twin-or-double,double,not club,,balcony,,
Superior Double Room non-smoking,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Standard 2 Single Beds, Terrace Room, Non-Smoking",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
DE Luxe Suite DE LUXE SUITE,suite,luxury,private bathroom,,,not club,,no balcony,,
Apartment 3 bedrooms - Burj Khalifa View Half Board,apartment,,private bathroom,,,not club,3 bedrooms,no balcony,burj-khalifa view,
Double room King bed - Smoking Double room King bed - Smoking,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
SPARKLE POOL VIEW SUITES ROOM CONFERENCE BREAKFAST SHOWN STORY BEACH VW SKYLIGHT WALK TO ART DUNES MIN DM ZONED UNFILLED,suite,,private bathroom,,,not club,,no balcony,pool view,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
"Suite, terrace (Golden Horn View -  Lounge)",suite,,private bathroom,,,not club,,no balcony,,
Executive Executive Room,room,executive,private bathroom,,,not club,,no balcony,,
Family Family ConnectingRoom,room,standard,private bathroom,,,not club,,no balcony,,
Studio comfort triple,studio,comfort,private bathroom,,triple,not club,,no balcony,,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
One Bedroom Over Water Villa,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
"Metro View Room, 1 Queen Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premium PREMIUM EXPLORER KING,room,premium,private bathroom,,,not club,,no balcony,,
Executive Club Room Marina View Double Breakfast,room,executive,private bathroom,double/double-or-twin,double,club,,no balcony,harbour view,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
le royal club room double Breakfast,room,royal,private bathroom,double/double-or-twin,double,club,,no balcony,,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe Garden View Room,room,deluxe,private bathroom,,,not club,,no balcony,garden view,
Canal Suite,suite,,private bathroom,,,not club,,no balcony,,
Two Bedroom Premium Apartment City View,apartment,premium,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Premium King Room with City View with 20% discount on FandB - Non-refundable Room Only,room,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Standard Twin standard,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Deluxe Penthouse (1 Queen Bed, 2 Twin Beds and 1 Twin Sofa Bed)",room,deluxe,private bathroom,,quadruple,not club,,no balcony,,penthouse floor
Accessible Rotunda Suite,suite,,private bathroom,,,not club,,no balcony,,
Executive King,room,executive,private bathroom,,,not club,,no balcony,,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Phang Nga Pool Room,room,standard,private bathroom,,,not club,,no balcony,,
TRYP One-Bedroom Suite with Soluna Beach Club access,suite,,private bathroom,,,club,1 bedroom,no balcony,,
Suite With 2 Single Beds 2 adults & 1 child Breakfast,suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Executive King,room,executive,private bathroom,,,not club,,no balcony,,
Garden Garden Deluxe Room,room,deluxe,private bathroom,,,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
"Deluxe Sea View, Guest room, 1 King, Balcony Deluxe Room, 1 King Bed, Balcony, Sea View (1 Double)",room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,sea view,
Comfort Double/ Twin Basic Rate with breakfast,room,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
X Large,room,standard,private bathroom,,,not club,,no balcony,,
"Luxury Room, 3 Twin Beds (3 Twin Beds)",room,luxury,private bathroom,,triple,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Villa OCEAN POOL VILLA,villa,,private bathroom,,,not club,,no balcony,,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Over Water Villa,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
Standard double or twin room double (Main Building),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Family Room, Multiple Beds (2+2)",room,standard,private bathroom,,,not club,,no balcony,,
Vilòn Charming Garden,villa,,private bathroom,,,not club,,no balcony,,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
"Deluxe Twin Room, 2 Single Beds, Sea View Half Board",room,deluxe,private bathroom,twin/twin-or-double,double,not club,,no balcony,sea view,
Superior Double Room non-smoking,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
Tapa Collection Resort View King Room Acc Roll in show TAPA COLLECTION RESORT VW 1KG MOB ACC RI SHWR (1 Single),room,standard,private bathroom,double/double-or-twin,single,not club,,no balcony,with view,
Premium One Bedroom Suite,suite,premium,private bathroom,,,not club,1 bedroom,no balcony,,
Suite - Beach Front - Sea view Suite - Beach Front - Sea view sea,suite,,private bathroom,,,not club,,no balcony,beachfront,
2-Bedroom Deluxe Family Suite Breakfast,suite,deluxe,private bathroom,,,not club,2 bedrooms,no balcony,,
STANDARD QUAD ROOM Room Only,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Guest Room with King Bed Room only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
PREMIUM TWIN ROOM (2 Single),room,premium,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Standard comfort triple room double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Panoramic Park View Studio Suite,suite,,private bathroom,,,not club,,no balcony,park view,
Standard economy room with 2 twin beds twin (Annex Building),room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Grand Deluxe GRAND DELUXE SUIT,suite,deluxe,private bathroom,,,not club,,no balcony,,
Large Twin Room Twin Large Room (1 Twin),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Queen Room With Sea View (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,sea view,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Hideaway Two-bedroom Pool Villas,villa,,private bathroom,,,not club,2 bedrooms,no balcony,,
Standard Twin Room and breakfast rate,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
"prestige suit,1 cift kisilik yatak ve cekyat,sigara icilmez",suite,prestige,private bathroom,,,not club,,no balcony,,
Executive King Room With City View non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
"Grand Suite, View (Creek View)",suite,grand,private bathroom,,,not club,,no balcony,water view,
"2 Single Beds, Non-Smoking, Superior Room, Safe, Work Desk, Air-Conditioned",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Club Club Suite, 1 King Bed",suite,,private bathroom,double/double-or-twin,double,club,,no balcony,,
Deluxe Triple Room Single bed(1 Amount) Double(1 Amount),room,deluxe,private bathroom,multiple,single,not club,,no balcony,,
Tapa Collection Resort View King Room Acc Roll in show TAPA COLLECTION RESORT VW 01 X S F (1 Single),room,standard,private bathroom,double/double-or-twin,single,not club,,no balcony,with view,
"Deluxe Penthouse (1 Queen Bed, 2 Twin Beds and 1 Twin Sofa Bed)",room,deluxe,private bathroom,,quadruple,not club,,no balcony,,penthouse floor
Standard Standard Twin Room with French Balcony City View NRF City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Suite - Beach Front - Sea view Suite - Beach Front - Sea view sea,suite,,private bathroom,,,not club,,no balcony,beachfront,
Premier Premier      Seaview Sea,room,premier,private bathroom,,,not club,,no balcony,sea view,
Guest Room with King Bed Room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
4-Bedroom Deluxe Suite Breakfast,suite,deluxe,private bathroom,,,not club,4 bedrooms,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Superior Grey Room,room,superior,private bathroom,,,not club,,no balcony,,
3br family suite seaview Half Board,suite,,private bathroom,,,not club,,no balcony,sea view,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single Fairmont Heritage Room,room,standard,private bathroom,,single,not club,,no balcony,,
Standard Double Room (1 Queen Bed),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Taj Club Room TAJ CLUB ROOM - BREAKFAST BUNDLE,room,standard,private bathroom,,,club,,no balcony,,
Luxury One Bedroom Suite,suite,luxury,private bathroom,,,not club,1 bedroom,no balcony,,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Deluxe Studio With Large Balcony (2 Twin Beds and 1 French Sofa Bed),studio,deluxe,private bathroom,twin/twin-or-double,double,not club,,balcony,,
Duplex (Suite) (1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,duplex floor
One Bedroom Suite Fountain View Double Breakfast,suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,water view,
Executive Sea View Suite with Balcony Executive Sea View Suite with Balcony,suite,executive,private bathroom,,,not club,,balcony,sea view,
Studio (1 Queen Bed),studio,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Double Connecting Garden View (2+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,garden view,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Classic Triple Room (3 Tovaries),room,classic,private bathroom,,triple,not club,,no balcony,,
Superior Twin Superior,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
JUMEIRAH SEA VIEW SUITE WITH BEACH VW KING BED FLOORS 1 4 TWO PRIVATED FURNISHED Room Only,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Superior DOUBLE SUPERIOR WITH TERRACE,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Lagoon View Room Room Only,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
DELUXE SUITE SEA VIEW,suite,deluxe,private bathroom,,,not club,,no balcony,sea view,
"Premium Leading Hotels, 1 Double Bed, Balcony, Privacy, 500 Feet to Central Business District, 97 Smoking Rooms, Conference Center",room,premium,private bathroom,double/double-or-twin,double,not club,,balcony,,
1-room superior apartment double,apartment,superior,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Deluxe DELUXE POOL ACCESS Pool,room,deluxe,private bathroom,,,not club,,no balcony,,
KING TWO BEDROOM APARTMENT Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,,
Tapa Collection Resort View King Room Acc Roll in show TAPA COLLECTION RESORT VW 1KG MOB ACC RI SHWR (1 Single),room,standard,private bathroom,double/double-or-twin,single,not club,,no balcony,with view,
One Bedroom Lagoon Pool Access Suites(1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Junior suite Room With Balcony Double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Suite - Family - Balcony Suite - Family - Balcony,suite,,private bathroom,,,not club,,balcony,,
Deluxe City View Room Double Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Great Deal on 4-Bedroom Deluxe Suite Breakfast,suite,deluxe,private bathroom,,,not club,4 bedrooms,no balcony,,
"Premium Junior Suite, 1 Bedroom, Non Smoking, 50 Floor Junior Suite, 1 King, Sofa bed, 50 m², 1 Bedroom, Non-Smoking",junior-suite,premium,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Three Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,3 bedrooms,no balcony,harbour view,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple standard,room,standard,private bathroom,,triple,not club,,no balcony,,
Duplex Suite PANWA DUPLEX LAGOON SUITE,suite,,private bathroom,,,not club,,no balcony,,duplex floor
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior Grey Room,room,superior,private bathroom,,,not club,,no balcony,,
Villa OCEAN POOL VILLA,villa,,private bathroom,,,not club,,no balcony,,
"Club Club Room, 1 Twin Bed",room,standard,private bathroom,single bed,single,club,,no balcony,,
Spacious One Bedroom Apartment non-smoking,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
Connecting Family Room Connecting Family Room,room,standard,private bathroom,,,not club,,no balcony,,
Superior Twin/Double room - Superior,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Garden View Room,room,deluxe,private bathroom,,,not club,,no balcony,garden view,
Executive King Room Non Smoking non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Deluxe Double Room,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Premium Suite, 1 King Bed, Garden View (1 King Bed)",suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Standard economy room with 1 double bed double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
Economy Single Room (No View),room,economy,private bathroom,,single,not club,,no balcony,,
THREE BEDROOM RESIDENCE Half Board,room,standard,private bathroom,,,not club,3 bedrooms,no balcony,,
"Family Room, Sea View (1 Double Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Suite With 2 Single Beds 2 adults & 1 child Breakfast,suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Mobility Accessible Alii Resort View King Room with Tubs ALII RESORT VW KNG BD MOBILITY ACCESSBLE (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,with view,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
Ocean View Pool Villa,villa,,private bathroom,,,not club,,no balcony,ocean view,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
TWIN STANDARD,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Superior Grey Room,room,superior,private bathroom,,,not club,,no balcony,,
"Envoy Premium Room, 1 King Bed",room,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive Balcony Executive Balcony,room,executive,private bathroom,,,not club,,balcony,,
