rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
Suite - Diplomatic Suite - Diplomatic,suite,,private bathroom,,,not club,,no balcony,,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior Twin Room - Non Refundable,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Premier Quadruple Room (2 Double Beds),room,premier,private bathroom,,quadruple,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
Executive Triple Room (3 Twin Beds),room,executive,private bathroom,,triple,not club,,no balcony,,
Standard double or twin room double  in block,room,standard,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
"Apartment, 1 Bedroom (Select 2 Adults + 1 Child) (2 Twin Beds and 1 Single Sofa Bed)",apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
STANDARD QUEEN ROOM (Layer),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Room Three Bedroom Half Board,room,standard,private bathroom,,,not club,3 bedrooms,no balcony,,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Triple Deluxe Room,room,deluxe,private bathroom,,triple,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Deluxe Terrace Garden Access King,room,deluxe,private bathroom,,,not club,,no balcony,,
Newbury Accessible Two Queens,room,standard,private bathroom,,double,not club,,no balcony,,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
Superior Triple Room (3 Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
"Deluxe Double or Twin Room, 1 Bedroom (1 Double Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Premium 1 Double Premium,room,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Room CLUB SEA VIEW Breakfast,room,standard,private bathroom,,,not club,,no balcony,sea view,
Standard Standard Twin Room with French Balcony City View NRF City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,grand,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Executive King Room With City View non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Suite With 2 Single Beds 2 adults & 1 child Breakfast,suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Club Club Room,room,standard,private bathroom,,,club,,no balcony,,
Corner Suite 1 King Bed Corner Suite,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double Premier Collection in Fountain View (2 Twin Beds),room,premier,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Family Room, 1 Double Bed, Non Smoking",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
family room - double Half Board,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Mobility Accessible Alii Resort View King Room with Tub ALII RESORT VW KNG BD MOBILITY ACCESS BATHTUB (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,with view,
Standard double or twin room double (Main Building),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Grand Deluxe GRAND DELUXE SUIT,suite,deluxe,private bathroom,,,not club,,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Classic Suite suite classic one bedroom,suite,classic,private bathroom,,,not club,1 bedroom,no balcony,,
Standard Room (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Executive King Room Non Smoking non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite premium room with 1 double bed (attic) double,suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
"Deluxe Sea View Room, 1 Double Bed With Balcony Half Board",room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,sea view,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
One Bedroom Apartment Apartment 1 bedroom,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
Big,room,standard,private bathroom,,,not club,,no balcony,,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
KING EXECUTIVE STUDIO Room Only,studio,executive,private bathroom,,,not club,,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
STANDARD QUEEN WITH CITY VIEW,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
Plus Standard Twin Room Twin room - Plus (1 Twin),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Duplex Suite PANWA DUPLEX LAGOON SUITE,suite,,private bathroom,,,not club,,no balcony,,duplex floor
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
family room double Full Board,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Standard 2 Single Beds, Terrace Room, Non-Smoking",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Superior Superior Room with One Queen Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Golden Circle Suite,suite,standard,private bathroom,,,not club,,no balcony,,
triple room min (1 Double 1 Sofa),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Executive Room, 2 Twin Beds (2 Twin Beds)",room,executive,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Double room - executive - Acropolis View Breakfast,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Apartment 1 bedroom Half Board,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Standard triple room (attic) double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
"Deluxe Guest room, 2 Double Deluxe Guest room, 2 Double",room,deluxe,private bathroom,,double,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Premium 1 Double Premium,room,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Queen Room with Sea View (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,sea view,
Two Bedroom Family Suite TWO BEDROOM FAMILY SUITE BEACH WING,suite,,private bathroom,,,not club,2 bedrooms,no balcony,,
Club King Suite Club Rotana Classic Suite - King Bed,suite,classic,private bathroom,double/double-or-twin,double,club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
Executive Balcony Executive Balcony,room,executive,private bathroom,,,not club,,balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"One Bedroom Patio Apartments One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Vilòn Charming Garden,room,standard,private bathroom,,,not club,,no balcony,,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
2 Twin Marina View Lounge Access,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,harbour view,
Executive Triple Room (3Twin Beds),room,executive,private bathroom,,triple,not club,,no balcony,,
One Bedroom Apartment Apartment 1 bedroom,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Suite - King bed - Sofa bed Suite - King bed - Sofa bed,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe DELUXE ROOM.,room,deluxe,private bathroom,,,not club,,no balcony,,
"Comfort room with 1 double bed (without window, attic) double  in block",room,comfort,shared bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Standard economy room with 1 double bed double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double Connecting Garden View (2+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,garden view,
Superior Queen Room,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Premium Duplex, 2 Bedrooms (3 Adults + 2 Children) (2 Double Beds and 1 Double Sofa Bed), Sea View, High Floor PREMIUM DOUPLEXTRA",room,premium,private bathroom,twin/twin-or-double,quadruple,not club,2 bedrooms,no balcony,sea view,duplex floor
Ocean Deluxe Balcony (Double) Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,,
Guest Room with King Bed Room only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single Fairmont Heritage Room,room,standard,private bathroom,,single,not club,,no balcony,,
Twin room Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Spacious One Bedroom Apartment Non-smoking,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Cabin, Mixed Dorm",dorm,,shared bathroom,,,not club,,no balcony,,
1-room studio apartment with 1 double bed Studio 2 double,studio,,private bathroom,,double,not club,1 bedroom,no balcony,,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Family Room, Multiple Beds (2+2)",room,standard,private bathroom,,,not club,,no balcony,,
TWIN STANDARD,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
deluxe room - sea view (1 Double or 1 Twin),room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Luxury Junior Suite,junior-suite,luxury,private bathroom,,,not club,,no balcony,,
Roof Garden Suite,suite,,private bathroom,,,not club,,no balcony,garden view,
Premier Executive Room,room,premier,private bathroom,,,not club,,no balcony,,
Guest Room with King Bed Room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Classic Suite Two Bedroom Classics SUITE 2,suite,classic,private bathroom,,,not club,2 bedrooms,no balcony,,
One Bedroom Lagoon Pool Access Suites(1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Standard comfort triple room double,room,standard,private bathroom,double/double-or-twin,triple,not club,,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Heritage Palm Sea View Room Queen Double Half Board,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
JUMEIRAH SEA VIEW SUITING ROOM DOUBLE,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Executive Club Room Marina View Double Breakfast,room,executive,private bathroom,double/double-or-twin,double,club,,no balcony,harbour view,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
king deluxe room with skyline sea view Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Golden Horn Villa,villa,,private bathroom,,,not club,,no balcony,,
superior room attic double,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Phang Nga Pool Room,room,standard,private bathroom,,,not club,,no balcony,,
"Deluxe Room, Sea View (1 King Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Suite premium room with 1 double bed (attic) double,suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Executive Double Breakfast,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Standard Twin,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Cabin, Mixed Dorm",dorm,,shared bathroom,,,not club,,no balcony,,
Tourist Double bed,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Premier Premier      Seaview Sea,room,premier,private bathroom,,,not club,,no balcony,sea view,
X Large,room,standard,private bathroom,,,not club,,no balcony,,
Junior Suite Grande,junior-suite,grand,private bathroom,,,not club,,no balcony,,
Apartment 2 Bedrooms - Burj Khalifa View Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,burj-khalifa view,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
One Bedroom Apartment (1 Double or 1 Twin),apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Triple Triple standard room,room,standard,private bathroom,,triple,not club,,no balcony,,
Standard economy room with 1 double bed double (Main Building),room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior DOUBLE SUPERIOR WITH TERRACE,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
JUMEIRAH SEA VIEW SUITE WITH BEACH VW KING BED FLOORS 1 4 TWO PRIVATED FURNISHED Room Only,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Park Deluxe Room,room,deluxe,private bathroom,,,not club,,no balcony,,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
Spacious One Bedroom Apartment non-smoking,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
One Bedroom Suite Fountain View Double Breakfast,suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,water view,
TWIN GUEST ROOM Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
"3 Bdrm Schultz Suite(1 Double, 1 Twin, 1 Twin)",suite,,private bathroom,double/double-or-twin,double,not club,3 bedrooms,no balcony,,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Two Bedroom Standard Ocean 2 Bedroom,room,standard,private bathroom,,,not club,2 bedrooms,no balcony,,
Family room Sea view (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Executive King,room,executive,private bathroom,,,not club,,no balcony,,
Suite - Grand De Luxe Suite - Grand De Luxe,suite,deluxe,private bathroom,,,not club,,no balcony,,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Deluxe Lagoon View Room 1 KB or 2 DB Lagoon,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Premium Duplex, 2 Bedrooms (3 Adults + 2 Children) (2 Double Beds and 1 Double Sofa Bed)",room,premium,private bathroom,twin/twin-or-double,quadruple,not club,2 bedrooms,no balcony,,duplex floor
Standard Twin standard,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Single Economy One single bed,room,economy,private bathroom,single bed,single,not club,,no balcony,,
"Club Suite, Club level, 1 Bedroom Suite, 1 King, High floor Club Suite, Club level, 1 Bedroom Suite, 1 King, High floor",suite,,private bathroom,double/double-or-twin,double,club,1 bedroom,no balcony,,
Classic Twin/Double room - Classic,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Corner Junior Suite, 1 Bedroom Junior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Superior Room With Queen Bed And Double Sofa Bed,room,superior,private bathroom,,double,not club,,no balcony,,
double room min extra bed for child,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Room CLUB SEA VIEW Breakfast,room,standard,private bathroom,,,not club,,no balcony,sea view,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Economy superior room with 1 double bed double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple Standard,room,standard,private bathroom,,triple,not club,,no balcony,,
Triple Studio Land View (3 Twin Beds),studio,,private bathroom,,triple,not club,,no balcony,land view,
Royal Suite 2 Bedrooms - King Bed - Grand SuITE 2 Bedrooms - King Bed - Grand,suite,royal,private bathroom,double/double-or-twin,quadruple,not club,2 bedrooms,no balcony,,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Sea Front View Room with Balcony - King Bed Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,sea front,
TEAM SUITE Buttoned Breakfast,suite,,private bathroom,,,not club,,no balcony,,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
Superior patio garden room,room,superior,private bathroom,,,not club,,no balcony,,
Standard Twin Room (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Premium Single Room (1 Large Twin Bed),room,premium,private bathroom,,single,not club,,no balcony,,
Duplex (Suite) (1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,duplex floor
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
"Traditional Room, 1 King Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Three Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,,no balcony,harbour view,
"Family Double Room, Multiple Beds",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive Room (Golden Horn Vw),room,executive,private bathroom,,,not club,,no balcony,,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Deluxe Lagoon View Room 1 KB or 2 DB Lagoon,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
3br family suite seaview Half Board,suite,,private bathroom,,,not club,,no balcony,sea view,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Superior Triple Room (Three Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
Suite With 2 Single Beds 2 adults & 1 child Breakfast,suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Double room - Executive - Acropolis View Breakfast,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Apartment with 1 bedroom and a separate kitchen double,apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Family Family ConnectingRoom,room,standard,private bathroom,,,not club,,no balcony,,
Mobility Accessible Alii Resort View King Room with Tub ALII RESORT VW KNG BD MOBILITY ACCESS BATHTUB (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,with view,
One Bedroom Classic Suite suite classic one bedroom,suite,classic,private bathroom,,,not club,1 bedroom,no balcony,,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Studio Studio grand,studio,grand,private bathroom,,,not club,,no balcony,,
Ocean View Pool Villa,villa,,private bathroom,,,not club,,no balcony,ocean view,
"Economy One Person per Room (Attaché Case, Mattress, Slab)",room,economy,private bathroom,,single,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
DELUXE SUITE SEA VIEW,suite,deluxe,private bathroom,,,not club,,no balcony,sea view,
Premium PREMIUM EXPLORER KING,room,premium,private bathroom,,,not club,,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Studio - King bed - Soft slide Studio - King bed - Soft slide,studio,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"2 Single Beds, Non-Smoking, Superior Room, Safe, Work Desk, Air-Conditioned",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe Double or Twin Room (1 King Bed),room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premium Quad,room,premium,private bathroom,,quadruple,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Executive Sea View Suite With Balcony Executive Sea View Suite With Balcony,suite,executive,private bathroom,,,not club,,balcony,sea view,
DOUBLE ROOM WITH BALCONY,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
One Bedroom Lagoon Pool Access Suites(1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Economy superior room with 1 double bed double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
"Comfort Room, 1 King Bed, Balcony, Pool View (with Sofabed) (1 King Bed)",room,comfort,private bathroom,double/double-or-twin,double,not club,,balcony,pool view,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard room with king size bed and view double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
4 BRICKELL ST AFFORD SHELTER DOOR BOARD,room,standard,private bathroom,,,not club,,no balcony,,
KING EXECUTIVE STUDIO Room Only,studio,executive,private bathroom,,,not club,,no balcony,,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Deluxe Terrace Garden Access King,room,deluxe,private bathroom,,,not club,,no balcony,,
Suite - Senior Suite - Senior,suite,,private bathroom,,,not club,,no balcony,,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
Economy room with 2 twin beds (without window) twin,room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Comfort Double/ Twin Basic Rate with breakfast,room,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Classic Apartment classic one bedroom apartment with tv and kitchen/ 4 tatican dormitory (4 Twin Beds),apartment,classic,private bathroom,,quadruple,not club,1 bedroom,no balcony,,
Premium PREMIUM EXPLORER KING,room,premium,private bathroom,,,not club,,no balcony,,
Double Room - With Breakfast Deluxe Sea View-Bed & Breakfast-Refundable Rate and Extra bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Phang Nga Pool Room,room,standard,private bathroom,,,not club,,no balcony,,
executive suite executive suite room,suite,executive,private bathroom,,,not club,,no balcony,,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Garden House Garden House,cottage,,private bathroom,,,not club,,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
Executive King Room Non Smoking non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
Apartment 1 bedroom Half Board,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
